Rk,Year,Date,G#,Week,Age,Tm,Unnamed: 7,Opp,Result,GS,Sk,Solo,Ast,Comb,TFL,QBHits,Num,Pct,Num.1,Pct.1,Num.2,Pct.2,Status,Name,Birthday,Tgt,Rec,Yds,Y/R,TD,Ctch%,Y/Tgt,Rt,Yds.1,Y/Rt,TD.1,Fmb,FL,FF,FR,Yds.2,TD.2,Att,Y/A,Pts,TD.3,Int,PD,Yds.3,TD.4,Sfty,Ret,Y/R.1,Yds.4,2PM,Cmp,Att.1,Cmp%,Rate,Y/A.1,AY/A,Yds.5,TD.5,Yds.6,TD.6,Sk.1,Int.1,Yds.7,TD.7,XPM,XPA,XP%,FGM,FGA,FG%,Pnt,Y/P,Blck
3.0,2015.0,2015-09-27,3.0,3.0,21.055,STL,"",PIT,L 6-12,"","","","","","","",14,28%,0,0%,0,0%,"",Todd Gurley,1994-08-03,1,1,9,5.00,0,100.0%,5.00,"",5,"",0,0,0,0,0,0,0,6,1.50,0,0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
4.0,2015.0,2015-10-04,4.0,4.0,21.062,STL,@,ARI,W 24-22,*,"","","","","","",36,68%,0,0%,0,0%,"",Todd Gurley,1994-08-03,2,2,146,7.50,0,100.0%,7.50,"",15,"",0,1,0,0,0,0,0,19,7.68,0,0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
5.0,2015.0,2015-10-11,5.0,5.0,21.069,STL,@,GNB,L 10-24,*,"","","","","","",45,64%,0,0%,0,0%,"",Todd Gurley,1994-08-03,0,0,159,"",0,0.0%,"","",0,"",0,0,0,0,0,0,0,30,5.30,0,0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
6.0,2015.0,2015-10-25,6.0,7.0,21.083,STL,"",CLE,W 24-6,*,"","","","","","",36,68%,0,0%,0,0%,"",Todd Gurley,1994-08-03,5,4,128,8.75,2,80.0%,7.00,"",35,"",0,0,0,0,0,0,2,19,6.74,12,0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
7.0,2015.0,2015-11-01,7.0,8.0,21.09,STL,"",SFO,W 27-6,*,"","","","","","",36,52%,0,0%,0,0%,"",Todd Gurley,1994-08-03,3,3,133,4.33,1,100.0%,4.33,"",13,"",0,0,0,0,0,0,1,20,6.65,6,0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
8.0,2015.0,2015-11-08,8.0,9.0,21.097,STL,@,MIN,L 18-21,*,"","","","","","",58,78%,0,0%,0,0%,"",Todd Gurley,1994-08-03,5,3,89,6.67,1,60.0%,4.00,"",20,"",0,0,0,0,0,0,1,24,3.71,6,0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
9.0,2015.0,2015-11-15,9.0,10.0,21.104,STL,"",CHI,L 13-37,*,"","","","","","",31,49%,0,0%,0,0%,"",Todd Gurley,1994-08-03,3,3,45,14.67,1,100.0%,14.67,"",44,"",0,0,0,0,0,0,1,12,3.75,6,0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
10.0,2015.0,2015-11-22,10.0,11.0,21.111,STL,@,BAL,L 13-16,*,"","","","","","",45,74%,0,0%,0,0%,"",Todd Gurley,1994-08-03,0,0,66,"",1,0.0%,"","",0,"",0,1,1,0,0,0,1,25,2.64,6,0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
11.0,2015.0,2015-11-29,11.0,12.0,21.118,STL,@,CIN,L 7-31,*,"","","","","","",29,40%,0,0%,0,0%,"",Todd Gurley,1994-08-03,2,1,19,11.00,0,50.0%,5.50,"",11,"",0,0,0,0,0,0,0,9,2.11,0,0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
12.0,2015.0,2015-12-06,12.0,13.0,21.125,STL,"",ARI,L 3-27,*,"","","","","","",26,52%,0,0%,0,0%,"",Todd Gurley,1994-08-03,0,0,41,"",0,0.0%,"","",0,"",0,0,0,0,0,0,0,9,4.56,0,0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
13.0,2015.0,2015-12-13,13.0,14.0,21.132,STL,"",DET,W 21-14,*,"","","","","","",30,55%,0,0%,0,0%,"",Todd Gurley,1994-08-03,2,1,140,7.00,2,50.0%,3.50,"",7,"",0,0,0,0,0,0,2,16,8.75,12,0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
14.0,2015.0,2015-12-17,14.0,15.0,21.136,STL,"",TAM,W 31-23,*,"","","","","","",34,65%,0,0%,0,0%,"",Todd Gurley,1994-08-03,2,2,48,15.50,1,100.0%,15.50,"",31,"",0,0,0,0,0,0,1,21,2.29,6,0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
15.0,2015.0,2015-12-27,15.0,16.0,21.146,STL,@,SEA,W 23-17,*,"","","","","","",37,67%,0,0%,0,0%,"",Todd Gurley,1994-08-03,1,1,83,7.00,1,100.0%,7.00,"",7,"",0,1,0,0,0,0,1,19,4.37,6,0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
17.0,2016.0,2016-09-12,1.0,1.0,22.04,LAR,@,SFO,L 0-28,*,"","","","","","",37,61%,0,0%,0,0%,"",Todd Gurley,1994-08-03,3,1,47,-5.00,0,33.3%,-1.67,"",-5,"",0,0,0,0,0,0,0,17,2.76,0,0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
18.0,2016.0,2016-09-18,2.0,2.0,22.046,LAR,"",SEA,W 9-3,*,"","","","","","",44,71%,0,0%,0,0%,"",Todd Gurley,1994-08-03,1,1,51,19.00,0,100.0%,19.00,"",19,"",0,0,0,0,0,0,0,19,2.68,0,0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
19.0,2016.0,2016-09-25,3.0,3.0,22.053,LAR,@,TAM,W 37-32,*,"","","","","","",52,80%,0,0%,0,0%,"",Todd Gurley,1994-08-03,2,1,85,-5.00,2,50.0%,-2.50,"",-5,"",0,0,0,0,0,0,2,27,3.15,12,0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
20.0,2016.0,2016-10-02,4.0,4.0,22.06,LAR,@,ARI,W 17-13,*,"","","","","","",51,86%,0,0%,0,0%,"",Todd Gurley,1994-08-03,5,5,33,9.80,0,100.0%,9.80,"",49,"",0,0,0,0,0,0,0,19,1.74,0,0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
21.0,2016.0,2016-10-09,5.0,5.0,22.067,LAR,"",BUF,L 19-30,*,"","","","","","",55,83%,0,0%,0,0%,"",Todd Gurley,1994-08-03,5,3,72,12.00,1,60.0%,7.20,"",36,"",0,2,1,0,1,0,1,23,3.13,6,0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
22.0,2016.0,2016-10-16,6.0,6.0,22.074,LAR,@,DET,L 28-31,*,"","","","","","",42,72%,0,0%,0,0%,"",Todd Gurley,1994-08-03,4,4,58,9.75,0,100.0%,9.75,"",39,"",0,0,0,0,0,0,0,14,4.14,0,0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
23.0,2016.0,2016-10-23,7.0,7.0,22.081,LAR,"",NYG,L 10-17,*,"","","","","","",49,62%,0,0%,0,0%,"",Todd Gurley,1994-08-03,7,6,57,5.83,0,85.7%,5.00,"",35,"",0,0,0,0,0,0,0,15,3.80,0,0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
24.0,2016.0,2016-11-06,8.0,9.0,22.095,LAR,"",CAR,L 10-13,*,"","","","","","",43,63%,0,0%,0,0%,"",Todd Gurley,1994-08-03,5,4,48,6.50,0,80.0%,5.20,"",26,"",0,0,0,0,0,0,0,12,4.00,0,0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
25.0,2016.0,2016-11-13,9.0,10.0,22.102,LAR,@,NYJ,W 9-6,*,"","","","","","",42,61%,0,0%,0,0%,"",Todd Gurley,1994-08-03,1,1,64,8.00,0,100.0%,8.00,"",8,"",0,0,0,0,0,0,0,21,3.05,0,0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
26.0,2016.0,2016-11-20,10.0,11.0,22.109,LAR,"",MIA,L 10-14,*,"","","","","","",43,69%,0,0%,0,0%,"",Todd Gurley,1994-08-03,2,0,76,"",1,0.0%,0.00,"",0,"",0,0,0,0,0,0,1,20,3.80,6,0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
27.0,2016.0,2016-11-27,11.0,12.0,22.116,LAR,@,NOR,L 21-49,*,"","","","","","",34,64%,0,0%,0,0%,"",Todd Gurley,1994-08-03,4,4,50,9.75,0,100.0%,9.75,"",39,"",0,0,0,0,0,0,0,13,3.85,0,0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
28.0,2016.0,2016-12-04,12.0,13.0,22.123,LAR,@,NWE,L 10-26,*,"","","","","","",35,69%,0,0%,0,0%,"",Todd Gurley,1994-08-03,3,2,38,4.50,0,66.7%,3.00,"",9,"",0,0,0,0,0,0,0,11,3.45,0,0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
29.0,2016.0,2016-12-11,13.0,14.0,22.13,LAR,"",ATL,L 14-42,*,"","","","","","",64,89%,0,0%,0,0%,"",Todd Gurley,1994-08-03,4,3,61,7.33,1,75.0%,5.50,"",22,"",0,0,0,0,0,0,1,16,3.81,6,0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
30.0,2016.0,2016-12-15,14.0,15.0,22.134,LAR,@,SEA,L 3-24,*,"","","","","","",51,85%,0,0%,0,0%,"",Todd Gurley,1994-08-03,4,1,38,-2.00,0,25.0%,-0.50,"",-2,"",0,0,0,0,0,0,0,14,2.71,0,0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
31.0,2016.0,2016-12-24,15.0,16.0,22.143,LAR,"",SFO,L 21-22,*,"","","","","","",50,85%,0,0%,0,0%,"",Todd Gurley,1994-08-03,3,3,67,6.67,1,100.0%,6.67,"",20,"",0,0,0,0,0,0,1,23,2.91,6,0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
32.0,2016.0,2017-01-01,16.0,17.0,22.151,LAR,"",ARI,L 6-44,*,"","","","","","",50,83%,0,0%,0,0%,"",Todd Gurley,1994-08-03,5,4,40,9.25,0,80.0%,7.40,"",37,"",0,0,0,0,0,0,0,14,2.86,0,0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
33.0,2017.0,2017-09-10,1.0,1.0,23.038,LAR,"",IND,W 46-9,*,"","","","","","",48,74%,0,0%,0,0%,"",Todd Gurley,1994-08-03,6,5,40,11.20,1,83.3%,9.33,"",56,"",0,1,0,0,0,0,1,19,2.11,6,0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
34.0,2017.0,2017-09-17,2.0,2.0,23.045,LAR,"",WAS,L 20-27,*,"","","","","","",44,88%,0,0%,0,0%,"",Todd Gurley,1994-08-03,4,3,88,16.00,1,75.0%,12.00,"",48,"",1,2,1,0,1,0,2,16,5.50,12,0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
35.0,2017.0,2017-09-21,3.0,3.0,23.049,LAR,@,SFO,W 41-39,*,"","","","","","",61,94%,0,0%,0,0%,"",Todd Gurley,1994-08-03,7,5,113,7.20,2,71.4%,5.14,"",36,"",1,1,0,0,0,0,3,28,4.04,18,0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
36.0,2017.0,2017-10-01,4.0,4.0,23.059,LAR,@,DAL,W 35-30,*,"","","","","","",55,80%,0,0%,0,0%,"",Todd Gurley,1994-08-03,8,7,121,13.43,0,87.5%,11.75,"",94,"",1,0,0,0,0,0,1,23,5.26,6,0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
37.0,2017.0,2017-10-08,5.0,5.0,23.066,LAR,"",SEA,L 10-16,*,"","","","","","",56,76%,0,0%,0,0%,"",Todd Gurley,1994-08-03,4,2,43,3.50,0,50.0%,1.75,"",7,"",0,1,1,0,0,0,0,14,3.07,0,0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
38.0,2017.0,2017-10-15,6.0,6.0,23.073,LAR,@,JAX,W 27-17,*,"","","","","","",48,83%,0,0%,0,0%,"",Todd Gurley,1994-08-03,1,1,116,4.00,0,100.0%,4.00,"",4,"",0,0,0,0,0,0,0,23,5.04,0,0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
39.0,2017.0,2017-10-22,7.0,7.0,23.08,LAR,"",ARI,W 33-0,*,"","","","","","",55,69%,0,0%,0,0%,"",Todd Gurley,1994-08-03,8,4,106,12.00,1,50.0%,6.00,"",48,"",0,0,0,0,0,0,1,22,4.82,6,0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
40.0,2017.0,2017-11-05,8.0,9.0,23.094,LAR,@,NYG,W 51-17,*,"","","","","","",40,62%,0,0%,0,0%,"",Todd Gurley,1994-08-03,3,2,59,22.50,2,66.7%,15.00,"",45,"",0,0,0,0,0,0,2,16,3.69,12,0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
41.0,2017.0,2017-11-12,9.0,10.0,23.101,LAR,"",HOU,W 33-7,*,"","","","","","",53,80%,0,0%,0,0%,"",Todd Gurley,1994-08-03,7,6,68,11.33,0,85.7%,9.71,"",68,"",0,0,0,0,0,0,0,11,6.18,0,0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
42.0,2017.0,2017-11-19,10.0,11.0,23.108,LAR,@,MIN,L 7-24,*,"","","","","","",54,92%,0,0%,0,0%,"",Todd Gurley,1994-08-03,4,3,37,6.33,1,75.0%,4.75,"",19,"",0,0,0,0,0,0,1,15,2.47,6,0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
43.0,2017.0,2017-11-26,11.0,12.0,23.115,LAR,"",NOR,W 26-20,*,"","","","","","",69,90%,0,0%,0,0%,"",Todd Gurley,1994-08-03,7,4,74,13.50,0,57.1%,7.71,"",54,"",0,0,0,0,0,0,0,17,4.35,0,0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
44.0,2017.0,2017-12-03,12.0,13.0,23.122,LAR,@,ARI,W 32-16,*,"","","","","","",55,95%,0,0%,0,0%,"",Todd Gurley,1994-08-03,7,6,74,14.00,0,85.7%,12.00,"",84,"",0,0,0,0,0,0,0,19,3.89,0,0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
45.0,2017.0,2017-12-10,13.0,14.0,23.129,LAR,"",PHI,L 35-43,*,"","","","","","",45,94%,0,0%,0,0%,"",Todd Gurley,1994-08-03,5,3,96,13.00,2,60.0%,7.80,"",39,"",0,0,0,0,0,0,2,13,7.38,12,0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
46.0,2017.0,2017-12-17,14.0,15.0,23.136,LAR,@,SEA,W 42-7,*,"","","","","","",43,63%,0,0%,0,0%,"",Todd Gurley,1994-08-03,3,3,152,9.33,3,100.0%,9.33,"",28,"",1,0,0,0,0,0,4,21,7.24,24,0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
47.0,2017.0,2017-12-24,15.0,16.0,23.143,LAR,@,TEN,W 27-23,*,"","","","","","",62,93%,0,0%,0,0%,"",Todd Gurley,1994-08-03,13,10,118,15.80,0,76.9%,12.15,"",158,"",2,0,0,0,0,0,2,22,5.36,12,0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
49.0,2018.0,2018-09-10,1.0,1.0,24.038,LAR,@,OAK,W 33-13,*,"","","","","","",59,94%,0,0%,0,0%,"",Todd Gurley,1994-08-03,5,3,108,13.00,0,60.0%,7.80,"",39,"",1,0,0,0,0,0,1,20,5.40,6,0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
50.0,2018.0,2018-09-16,2.0,2.0,24.044,LAR,"",ARI,W 34-0,*,"","","","","","",49,68%,0,0%,0,0%,"",Todd Gurley,1994-08-03,3,3,42,10.33,3,100.0%,10.33,"",31,"",0,0,0,0,0,0,3,19,2.21,22,0,"","","","","","","","",2,"","","","","","","","","","","","","","","","","","","","","","",""
51.0,2018.0,2018-09-23,3.0,3.0,24.051,LAR,"",LAC,W 35-23,*,"","","","","","",64,83%,0,0%,0,0%,"",Todd Gurley,1994-08-03,6,5,105,10.20,1,83.3%,8.50,"",51,"",0,1,1,0,0,0,1,23,4.57,6,0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
52.0,2018.0,2018-09-27,4.0,4.0,24.055,LAR,"",MIN,W 38-31,*,"","","","","","",53,96%,0,0%,0,0%,"",Todd Gurley,1994-08-03,6,4,83,18.25,0,66.7%,12.17,"",73,"",1,0,0,0,0,0,1,17,4.88,6,0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
53.0,2018.0,2018-10-07,5.0,5.0,24.065,LAR,@,SEA,W 33-31,*,"","","","","","",66,100%,0,0%,0,0%,"",Todd Gurley,1994-08-03,5,4,77,9.00,3,80.0%,7.20,"",36,"",0,0,0,0,0,0,3,22,3.50,18,0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
54.0,2018.0,2018-10-14,6.0,6.0,24.072,LAR,@,DEN,W 23-20,*,"","","","","","",58,78%,0,0%,0,0%,"",Todd Gurley,1994-08-03,5,2,208,8.50,2,40.0%,3.40,"",17,"",0,0,0,0,0,0,2,28,7.43,12,0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
55.0,2018.0,2018-10-21,7.0,7.0,24.079,LAR,@,SFO,W 39-10,*,"","","","","","",36,59%,0,0%,0,0%,"",Todd Gurley,1994-08-03,5,4,63,5.75,2,80.0%,4.60,"",23,"",1,0,0,0,0,0,3,15,4.20,18,0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
56.0,2018.0,2018-10-28,8.0,8.0,24.086,LAR,"",GNB,W 29-27,*,"","","","","","",70,90%,0,0%,0,0%,"",Todd Gurley,1994-08-03,7,6,114,13.50,0,85.7%,11.57,"",81,"",1,0,0,0,0,0,1,25,4.56,8,0,"","","","","","","","",1,"","","","","","","","","","","","","","","","","","","","","","",""
57.0,2018.0,2018-11-04,9.0,9.0,24.093,LAR,@,NOR,L 35-45,*,"","","","","","",54,90%,0,0%,0,0%,"",Todd Gurley,1994-08-03,7,6,68,1.83,1,85.7%,1.57,"",11,"",0,0,0,0,0,0,1,13,5.23,6,0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
58.0,2018.0,2018-11-11,10.0,10.0,24.1,LAR,"",SEA,W 36-31,*,"","","","","","",58,89%,0,0%,0,0%,"",Todd Gurley,1994-08-03,4,3,120,13.33,1,75.0%,10.00,"",40,"",0,0,0,0,0,0,1,16,7.50,6,0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
59.0,2018.0,2018-11-19,11.0,11.0,24.108,LAR,"",KAN,W 54-51,*,"","","","","","",68,85%,0,0%,0,0%,"",Todd Gurley,1994-08-03,3,3,55,13.00,0,100.0%,13.00,"",39,"",0,0,0,0,0,0,0,12,4.58,0,0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
60.0,2018.0,2018-12-02,12.0,13.0,24.121,LAR,@,DET,W 30-16,*,"","","","","","",65,94%,0,0%,0,0%,"",Todd Gurley,1994-08-03,5,3,132,11.00,2,60.0%,6.60,"",33,"",0,0,0,0,0,0,2,23,5.74,12,0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
61.0,2018.0,2018-12-09,13.0,14.0,24.128,LAR,@,CHI,L 6-15,*,"","","","","","",62,98%,0,0%,0,0%,"",Todd Gurley,1994-08-03,7,3,28,10.00,0,42.9%,4.29,"",30,"",0,0,0,0,0,0,0,11,2.55,0,0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
62.0,2018.0,2018-12-16,14.0,15.0,24.135,LAR,"",PHI,L 23-30,*,"","","","","","",63,83%,0,0%,0,0%,"",Todd Gurley,1994-08-03,13,10,48,7.60,2,76.9%,5.85,"",76,"",0,0,0,0,0,0,2,12,4.00,12,0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
65.0,2019.0,2019-09-08,1.0,1.0,25.036,LAR,@,CAR,W 30-27,*,"","","","","","",53,70%,0,0%,0,0%,"",Todd Gurley,1994-08-03,1,1,97,4.00,0,100.0%,4.00,"",4,"",0,0,0,0,0,0,0,14,6.93,0,0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
66.0,2019.0,2019-09-15,2.0,2.0,25.043,LAR,"",NOR,W 27-9,*,"","","","","","",42,63%,0,0%,0,0%,"",Todd Gurley,1994-08-03,4,3,63,1.33,1,75.0%,1.00,"",4,"",0,0,0,0,0,0,1,16,3.94,6,0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
67.0,2019.0,2019-09-22,3.0,3.0,25.05,LAR,@,CLE,W 20-13,*,"","","","","","",47,73%,0,0%,0,0%,"",Todd Gurley,1994-08-03,1,0,43,"",0,0.0%,0.00,"",0,"",0,0,0,0,0,0,0,14,3.07,0,0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
68.0,2019.0,2019-09-29,4.0,4.0,25.057,LAR,"",TAM,L 40-55,*,"","","","","","",67,75%,0,0%,0,0%,"",Todd Gurley,1994-08-03,11,7,16,7.71,2,63.6%,4.91,"",54,"",0,0,0,0,0,0,2,5,3.20,12,0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
69.0,2019.0,2019-10-03,5.0,5.0,25.061,LAR,@,SEA,L 29-30,*,"","","","","","",65,93%,0,0%,0,0%,"",Todd Gurley,1994-08-03,5,3,51,2.00,2,60.0%,1.20,"",6,"",0,1,1,0,0,0,2,15,3.40,12,0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
71.0,2019.0,2019-10-20,7.0,7.0,25.078,LAR,@,ATL,W 37-10,*,"","","","","","",46,61%,0,0%,0,0%,"",Todd Gurley,1994-08-03,1,1,41,13.00,0,100.0%,13.00,"",13,"",1,0,0,0,0,0,1,18,2.28,6,0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
72.0,2019.0,2019-10-27,8.0,8.0,25.085,LAR,"",CIN,W 24-10,*,"","","","","","",32,53%,0,0%,0,0%,"",Todd Gurley,1994-08-03,1,0,44,"",1,0.0%,0.00,"",0,"",0,0,0,0,0,0,1,10,4.40,6,0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
73.0,2019.0,2019-11-10,9.0,10.0,25.099,LAR,@,PIT,L 12-17,*,"","","","","","",55,73%,0,0%,0,0%,"",Todd Gurley,1994-08-03,4,0,73,"",0,0.0%,0.00,"",0,"",0,1,0,0,0,0,0,12,6.08,0,0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
74.0,2019.0,2019-11-17,10.0,11.0,25.106,LAR,"",CHI,W 17-7,*,"","","","","","",41,76%,0,0%,0,0%,"",Todd Gurley,1994-08-03,3,3,97,12.00,1,100.0%,12.00,"",36,"",0,1,1,0,0,0,1,25,3.88,6,0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
75.0,2019.0,2019-11-25,11.0,12.0,25.114,LAR,"",BAL,L 6-45,*,"","","","","","",50,96%,0,0%,0,0%,"",Todd Gurley,1994-08-03,3,3,22,-1.00,0,100.0%,-1.00,"",-3,"",0,0,0,0,0,0,0,6,3.67,0,0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
76.0,2019.0,2019-12-01,12.0,13.0,25.12,LAR,@,ARI,W 34-7,*,"","","","","","",54,68%,0,0%,0,0%,"",Todd Gurley,1994-08-03,1,1,95,20.00,1,100.0%,20.00,"",20,"",0,0,0,0,0,0,1,19,5.00,6,0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
77.0,2019.0,2019-12-08,13.0,14.0,25.127,LAR,"",SEA,W 28-12,*,"","","","","","",54,79%,0,0%,0,0%,"",Todd Gurley,1994-08-03,4,4,79,8.50,1,100.0%,8.50,"",34,"",0,0,0,0,0,0,1,23,3.43,6,0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
78.0,2019.0,2019-12-15,14.0,15.0,25.134,LAR,@,DAL,L 21-44,*,"","","","","","",71,96%,0,0%,0,0%,"",Todd Gurley,1994-08-03,6,3,20,6.00,1,50.0%,3.00,"",18,"",1,0,0,0,0,0,2,11,1.82,14,0,"","","","","","","","",1,"","","","","","","","","","","","","","","","","","","","","","",""
79.0,2019.0,2019-12-21,15.0,16.0,25.14,LAR,@,SFO,L 31-34,*,"","","","","","",54,77%,0,0%,0,0%,"",Todd Gurley,1994-08-03,2,0,48,"",2,0.0%,0.00,"",0,"",0,0,0,0,0,0,2,15,3.20,12,0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
80.0,2019.0,2019-12-29,16.0,17.0,25.148,LAR,"",ARI,W 31-24,*,"","","","","","",56,68%,0,0%,0,0%,"",Todd Gurley,1994-08-03,2,2,68,10.50,0,100.0%,10.50,"",21,"",0,0,0,0,0,0,0,20,3.40,0,0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
81.0,2020.0,2020-09-13,1.0,1.0,26.041,ATL,"",SEA,L 25-38,*,"","","","","","",36,45%,0,0%,0,0%,"",Todd Gurley,1994-08-03,5,2,56,0.50,1,40.0%,0.20,"",1,"",0,0,0,0,0,0,1,14,4.00,6,0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
82.0,2020.0,2020-09-20,2.0,2.0,26.048,ATL,@,DAL,L 39-40,*,"","","","","","",48,64%,0,0%,0,0%,"",Todd Gurley,1994-08-03,0,0,61,"",0,0.0%,"","",0,"",0,0,0,0,0,0,0,21,2.90,0,0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
83.0,2020.0,2020-09-27,3.0,3.0,26.055,ATL,"",CHI,L 26-30,*,"","","","","","",35,51%,0,0%,0,0%,"",Todd Gurley,1994-08-03,2,1,80,2.00,1,50.0%,1.00,"",2,"",0,1,0,0,0,0,1,14,5.71,6,0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
84.0,2020.0,2020-10-05,4.0,4.0,26.063,ATL,@,GNB,L 16-30,*,"","","","","","",38,54%,0,0%,0,0%,"",Todd Gurley,1994-08-03,1,1,57,6.00,2,100.0%,6.00,"",6,"",0,0,0,0,0,0,2,16,3.56,12,0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
85.0,2020.0,2020-10-11,5.0,5.0,26.069,ATL,"",CAR,L 16-23,*,"","","","","","",36,55%,0,0%,0,0%,"",Todd Gurley,1994-08-03,5,4,121,7.25,1,80.0%,5.80,"",29,"",0,0,0,0,0,0,1,14,8.64,6,0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
86.0,2020.0,2020-10-18,6.0,6.0,26.076,ATL,@,MIN,W 40-23,*,"","","","","","",46,58%,0,0%,0,0%,"",Todd Gurley,1994-08-03,4,3,47,6.67,0,75.0%,5.00,"",20,"",0,0,0,0,0,0,0,20,2.35,0,0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
87.0,2020.0,2020-10-25,7.0,7.0,26.083,ATL,"",DET,L 22-23,*,"","","","","","",53,71%,0,0%,0,0%,"",Todd Gurley,1994-08-03,3,2,63,9.50,2,66.7%,6.33,"",19,"",0,1,0,0,1,0,2,23,2.74,12,0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
